,Cluster Name,Street_clusters,City_clusters,State_clusters,Facility Type,Cluster Start Date,# Cases,Latitude_clusters,Longitude_clusters,Accuracy Score_clusters,Accuracy Type_clusters,County_clusters,Zip_clusters,matches,Request #,Status,Date / Time Opened,Date / Time Closed,Contact Type,State Issue,Closed When Created,Address,City_violations,Council District,ZIP,Mapped Location,Address_geo,City_geo,ZIP_geo,state,Latitude_violations,Longitude_violations,Accuracy Score_violations,Accuracy Type_violations,Number,Street_violations,City.1,State_violations,County_violations,Zip_violations
0,Trevecca Center for Rehab and Healing,329 Murfreesboro Pike,Nashville,TN,LTCF,4/4/20,102,36.144764,-86.755659,1.0,rooftop,Davidson County,37210.0,329 Murfreesboro Pike,429008,Closed,2020-07-28 14:16:20,2020-07-29 18:46:11,,False,False,329 Murfreesboro Pike,NASHVILLE,17.0,37210.0,"(36.14456, -86.75456)",329 Murfreesboro Pike,NASHVILLE,37210.0,TN,36.144764,-86.755659,1.0,rooftop,329,Murfreesboro Pike,Nashville,TN,Davidson County,37210
1,Montgomery Bell Academy job site,4001 Harding Pike,Nashville,TN,Construction,5/8/20,75,36.093008000000005,-86.84554,0.7,range_interpolation,Davidson County,37215.0,4001 Harding Pike,339597,Closed,2020-04-05 17:13:59,2020-04-10 17:19:55,,False,False,4001 Harding Pike,NASHVILLE,24.0,37205.0,"(36.12837600000001, -86.8345785)",4001 Harding Pike,NASHVILLE,37205.0,TN,36.093008000000005,-86.84554,0.7,range_interpolation,4001,Harding Pl,Nashville,TN,Davidson County,37215
2,Montgomery Bell Academy job site,4001 Harding Pike,Nashville,TN,Construction,5/8/20,75,36.093008000000005,-86.84554,0.7,range_interpolation,Davidson County,37215.0,4001 Harding Pike,338380,Closed,2020-04-03 14:32:43,2020-04-10 17:23:47,,False,False,4001 Harding Pike,NASHVILLE,24.0,37205.0,"(36.12842, -86.83669)",4001 Harding Pike,NASHVILLE,37205.0,TN,36.093008000000005,-86.84554,0.7,range_interpolation,4001,Harding Pl,Nashville,TN,Davidson County,37215
3,Montgomery Bell Academy job site,4001 Harding Pike,Nashville,TN,Construction,5/8/20,75,36.093008000000005,-86.84554,0.7,range_interpolation,Davidson County,37215.0,4001 Harding Pike,338362,Closed,2020-04-03 14:23:57,2020-04-10 17:19:39,,False,False,4001 Harding Pike,NASHVILLE,24.0,37205.0,"(36.12837600000001, -86.8345785)",4001 Harding Pike,NASHVILLE,37205.0,TN,36.093008000000005,-86.84554,0.7,range_interpolation,4001,Harding Pl,Nashville,TN,Davidson County,37215
4,Montgomery Bell Academy job site,4001 Harding Pike,Nashville,TN,Construction,5/8/20,75,36.093008000000005,-86.84554,0.7,range_interpolation,Davidson County,37215.0,4001 Harding Pike,360377,Closed,2020-05-06 14:42:30,2020-05-07 15:09:19,,False,False,4001 Harding Pike,NASHVILLE,24.0,37205.0,"(36.1284249, -86.8366934)",4001 Harding Pike,NASHVILLE,37205.0,TN,36.093008000000005,-86.84554,0.7,range_interpolation,4001,Harding Pl,Nashville,TN,Davidson County,37215
5,Montgomery Bell Academy job site,4001 Harding Pike,Nashville,TN,Construction,5/8/20,75,36.093008000000005,-86.84554,0.7,range_interpolation,Davidson County,37215.0,4001 Harding Pike,365255,Closed,2020-05-12 17:04:53,2020-05-13 16:37:42,,False,False,4001 Harding Pike,NASHVILLE,24.0,37205.0,"(36.1277086, -86.8366003)",4001 Harding Pike,NASHVILLE,37205.0,TN,36.093008000000005,-86.84554,0.7,range_interpolation,4001,Harding Pl,Nashville,TN,Davidson County,37215
6,Montgomery Bell Academy job site,4001 Harding Pike,Nashville,TN,Construction,5/8/20,75,36.093008000000005,-86.84554,0.7,range_interpolation,Davidson County,37215.0,4001 Harding Pike,401263,Closed,2020-06-26 13:52:13,2020-06-29 18:36:50,,False,False,4001 Harding Pike,NASHVILLE,24.0,37205.0,"(36.12853, -86.83647)",4001 Harding Pike,NASHVILLE,37205.0,TN,36.093008000000005,-86.84554,0.7,range_interpolation,4001,Harding Pl,Nashville,TN,Davidson County,37215
7,Montgomery Bell Academy job site,4001 Harding Pike,Nashville,TN,Construction,5/8/20,75,36.093008000000005,-86.84554,0.7,range_interpolation,Davidson County,37215.0,4001 Harding Pike,435775,Closed,2020-08-03 05:23:34,2020-08-03 17:52:24,,False,False,4001 Harding Pike,NASHVILLE,24.0,37205.0,"(36.127867291643206, -86.83734249458159)",4001 Harding Pike,NASHVILLE,37205.0,TN,36.093008000000005,-86.84554,0.7,range_interpolation,4001,Harding Pl,Nashville,TN,Davidson County,37215
8,Montgomery Bell Academy job site,4001 Harding Pike,Nashville,TN,Construction,5/8/20,75,36.093008000000005,-86.84554,0.7,range_interpolation,Davidson County,37215.0,4001 Harding Pike,475228,Closed,2020-10-04 14:57:01,2020-10-05 13:53:06,,False,False,4001 Harding Pike,NASHVILLE,24.0,37205.0,"(36.12879426159236, -86.83709815)",4001 Harding Pike,NASHVILLE,37205.0,TN,36.093008000000005,-86.84554,0.7,range_interpolation,4001,Harding Pl,Nashville,TN,Davidson County,37215
9,Grand Hyatt Hotel (Power Design Inc) job site,1000 Broadway,Nashville,TN,Construction,5/19/20,23,36.157829,-86.78420799999999,1.0,range_interpolation,Davidson County,37203.0,1000 Broadway,341201,Closed,2020-04-07 15:45:42,2020-04-10 17:10:37,,False,False,1000 Broadway,NASHVILLE,19.0,37203.0,"(36.1579945, -86.7842417)",1000 Broadway,NASHVILLE,37203.0,TN,36.157829,-86.78420799999999,1.0,range_interpolation,1000,Broadway,Nashville,TN,Davidson County,37203
10,Grand Hyatt Hotel (Power Design Inc) job site,1000 Broadway,Nashville,TN,Construction,5/19/20,23,36.157829,-86.78420799999999,1.0,range_interpolation,Davidson County,37203.0,1000 Broadway,359313,Closed,2020-05-05 15:33:14,2020-05-07 15:15:28,,False,False,1000 Broadway,NASHVILLE,19.0,37203.0,"(36.15799, -86.78424)",1000 Broadway,NASHVILLE,37203.0,TN,36.157829,-86.78420799999999,1.0,range_interpolation,1000,Broadway,Nashville,TN,Davidson County,37203
11,Good Samaritan Health & Healing,500 Hickory Hollow Terrace,Antioch,TN,LTCF,6/3/20,75,36.052440000000004,-86.648262,0.8,range_interpolation,Davidson County,37013.0,500 Hickory Hollow Terrace,354105,Closed,2020-04-28 16:07:45,2020-05-07 15:17:06,,False,False,500 Hickory Hollow Terrace,ANTIOCH,32.0,37013.0,"(36.05338, -86.64929)",500 Hickory Hollow Terrace,ANTIOCH,37013.0,TN,36.052440000000004,-86.648262,0.8,range_interpolation,500,Hickory Hollow Ter,Antioch,TN,Davidson County,37013
12,Good Samaritan Health & Healing,500 Hickory Hollow Terrace,Antioch,TN,LTCF,6/3/20,75,36.052440000000004,-86.648262,0.8,range_interpolation,Davidson County,37013.0,500 Hickory Hollow Terrace,350510,Closed,2020-04-22 15:13:37,2020-04-24 15:25:54,,False,False,500 Hickory Hollow Terrace,ANTIOCH,32.0,37013.0,"(36.05338, -86.64929)",500 Hickory Hollow Terrace,ANTIOCH,37013.0,TN,36.052440000000004,-86.648262,0.8,range_interpolation,500,Hickory Hollow Ter,Antioch,TN,Davidson County,37013
13,Good Samaritan Health & Healing,500 Hickory Hollow Terrace,Antioch,TN,LTCF,6/3/20,75,36.052440000000004,-86.648262,0.8,range_interpolation,Davidson County,37013.0,500 Hickory Hollow Terrace,381321,Closed,2020-06-01 18:34:32,2020-06-02 15:06:30,,False,False,500 Hickory Hollow Terrace,ANTIOCH,32.0,37013.0,"(36.053383, -86.6492928)",500 Hickory Hollow Terrace,ANTIOCH,37013.0,TN,36.052440000000004,-86.648262,0.8,range_interpolation,500,Hickory Hollow Ter,Antioch,TN,Davidson County,37013
14,Good Samaritan Health & Healing,500 Hickory Hollow Terrace,Antioch,TN,LTCF,6/3/20,75,36.052440000000004,-86.648262,0.8,range_interpolation,Davidson County,37013.0,500 Hickory Hollow Terrace,359927,Closed,2020-05-05 21:09:36,2020-05-07 15:12:43,,False,False,500 Hickory Hollow Terrace,ANTIOCH,32.0,37013.0,"(36.05338, -86.64929)",500 Hickory Hollow Terrace,ANTIOCH,37013.0,TN,36.052440000000004,-86.648262,0.8,range_interpolation,500,Hickory Hollow Ter,Antioch,TN,Davidson County,37013
15,Good Samaritan Health & Healing,500 Hickory Hollow Terrace,Antioch,TN,LTCF,6/3/20,75,36.052440000000004,-86.648262,0.8,range_interpolation,Davidson County,37013.0,500 Hickory Hollow Terrace,379034,Closed,2020-05-28 20:48:12,2020-05-29 16:01:35,,False,False,500 Hickory Hollow Terrace,ANTIOCH,32.0,37013.0,"(36.05338, -86.64929)",500 Hickory Hollow Terrace,ANTIOCH,37013.0,TN,36.052440000000004,-86.648262,0.8,range_interpolation,500,Hickory Hollow Ter,Antioch,TN,Davidson County,37013
16,Good Samaritan Health & Healing,500 Hickory Hollow Terrace,Antioch,TN,LTCF,6/3/20,75,36.052440000000004,-86.648262,0.8,range_interpolation,Davidson County,37013.0,500 Hickory Hollow Terrace,403251,Closed,2020-06-29 17:52:08,2020-06-30 17:59:55,,False,False,500 Hickory Hollow Terrace,ANTIOCH,32.0,37013.0,"(36.053383, -86.6492928)",500 Hickory Hollow Terrace,ANTIOCH,37013.0,TN,36.052440000000004,-86.648262,0.8,range_interpolation,500,Hickory Hollow Ter,Antioch,TN,Davidson County,37013
17,Hermitage Hall,1220 8th Ave S,Nashville,TN,Congregate Living,6/20/20,93,36.140155,-86.77757199999999,1.0,rooftop,Davidson County,37203.0,1220 8th Ave S,394335,Closed,2020-06-17 16:15:48,2020-06-18 16:13:49,,False,False,1220 8th Ave S,NASHVILLE,17.0,37203.0,"(36.14007, -86.77757)",1220 8th Ave S,NASHVILLE,37203.0,TN,36.140155,-86.77757199999999,1.0,rooftop,1220,8th Ave S,Nashville,TN,Davidson County,37203
18,Hermitage Hall,1220 8th Ave S,Nashville,TN,Congregate Living,6/20/20,93,36.140155,-86.77757199999999,1.0,rooftop,Davidson County,37203.0,1220 8th Ave S,395150,Closed,2020-06-18 14:27:45,2020-06-19 18:10:55,,False,False,1220 8th Ave S,NASHVILLE,17.0,37203.0,"(36.1400677, -86.77757319999999)",1220 8th Ave S,NASHVILLE,37203.0,TN,36.140155,-86.77757199999999,1.0,rooftop,1220,8th Ave S,Nashville,TN,Davidson County,37203
19,Hermitage Hall,1220 8th Ave S,Nashville,TN,Congregate Living,6/20/20,93,36.140155,-86.77757199999999,1.0,rooftop,Davidson County,37203.0,1220 8th Ave S,395934,Closed,2020-06-19 00:58:28,2020-06-19 18:10:29,,False,False,1220 8th Ave S,NASHVILLE,17.0,37203.0,"(36.14002386159713, -86.77758929325408)",1220 8th Ave S,NASHVILLE,37203.0,TN,36.140155,-86.77757199999999,1.0,rooftop,1220,8th Ave S,Nashville,TN,Davidson County,37203
20,Hermitage Hall,1220 8th Ave S,Nashville,TN,Congregate Living,6/20/20,93,36.140155,-86.77757199999999,1.0,rooftop,Davidson County,37203.0,1220 8th Ave S,396554,Closed,2020-06-19 18:19:12,2020-06-22 18:10:14,,False,False,1220 8th Ave S,NASHVILLE,17.0,37203.0,"(36.14002386159711, -86.77758929325408)",1220 8th Ave S,NASHVILLE,37203.0,TN,36.140155,-86.77757199999999,1.0,rooftop,1220,8th Ave S,Nashville,TN,Davidson County,37203
21,Hermitage Hall,1220 8th Ave S,Nashville,TN,Congregate Living,6/20/20,93,36.140155,-86.77757199999999,1.0,rooftop,Davidson County,37203.0,1220 8th Ave S,396117,Closed,2020-06-19 14:04:30,2020-06-22 16:26:45,,False,False,1220 8th Ave S,NASHVILLE,17.0,37203.0,"(36.14007, -86.77757)",1220 8th Ave S,NASHVILLE,37203.0,TN,36.140155,-86.77757199999999,1.0,rooftop,1220,8th Ave S,Nashville,TN,Davidson County,37203
22,Hermitage Hall,1220 8th Ave S,Nashville,TN,Congregate Living,6/20/20,93,36.140155,-86.77757199999999,1.0,rooftop,Davidson County,37203.0,1220 8th Ave S,403998,Closed,2020-06-30 15:19:31,2020-07-01 17:51:01,,False,False,1220 8th Ave S,NASHVILLE,17.0,37203.0,"(36.14007, -86.77757)",1220 8th Ave S,NASHVILLE,37203.0,TN,36.140155,-86.77757199999999,1.0,rooftop,1220,8th Ave S,Nashville,TN,Davidson County,37203
23,Ahava / Grace Healthcare of White's Creek,3425 Knight Dr,White's Creek,TN,LTCF,6/26/20,46,36.238403999999996,-86.801928,1.0,rooftop,Davidson County,37189.0,3425 Knight Dr,358709,Closed,2020-05-04 21:54:10,2020-05-05 15:15:09,,False,False,3425 Knight Dr,WHITES CREEK,3.0,37189.0,"(36.23791, -86.80172)",3425 Knight Dr,WHITES CREEK,37189.0,TN,36.238403999999996,-86.801928,1.0,rooftop,3425,Knight Dr,Whites Creek,TN,Davidson County,37189
24,Dawghouse Saloon,1522 Demonbreun St,Nashville,TN,Bar,6/26/20,14,36.153246,-86.790447,1.0,rooftop,Davidson County,37203.0,1522 Demonbreun St,393364,Closed,2020-06-16 16:40:49,2020-06-17 17:46:09,,False,False,1522 Demonbreun St,NASHVILLE,19.0,37203.0,"(36.1530528, -86.79032219999999)",1522 Demonbreun St,NASHVILLE,37203.0,TN,36.153246,-86.790447,1.0,rooftop,1522,Demonbreun St,Nashville,TN,Davidson County,37203
25,Dawghouse Saloon,1522 Demonbreun St,Nashville,TN,Bar,6/26/20,14,36.153246,-86.790447,1.0,rooftop,Davidson County,37203.0,1522 Demonbreun St,386273,Closed,2020-06-08 00:11:27,2020-06-08 17:20:44,,False,False,1522 Demonbreun St,NASHVILLE,19.0,37203.0,"(36.1530528, -86.79032219999999)",1522 Demonbreun St,NASHVILLE,37203.0,TN,36.153246,-86.790447,1.0,rooftop,1522,Demonbreun St,Nashville,TN,Davidson County,37203
26,Dawghouse Saloon,1522 Demonbreun St,Nashville,TN,Bar,6/26/20,14,36.153246,-86.790447,1.0,rooftop,Davidson County,37203.0,1522 Demonbreun St,391857,Closed,2020-06-14 21:56:53,2020-06-15 15:22:44,,False,False,1522 Demonbreun St,NASHVILLE,19.0,37203.0,"(36.1531273, -86.7903702)",1522 Demonbreun St,NASHVILLE,37203.0,TN,36.153246,-86.790447,1.0,rooftop,1522,Demonbreun St,Nashville,TN,Davidson County,37203
27,Dawghouse Saloon,1522 Demonbreun St,Nashville,TN,Bar,6/26/20,14,36.153246,-86.790447,1.0,rooftop,Davidson County,37203.0,1522 Demonbreun St,391907,Closed,2020-06-15 01:08:16,2020-06-15 15:21:53,,False,False,1522 Demonbreun St,NASHVILLE,19.0,37203.0,"(36.1530528, -86.79032219999999)",1522 Demonbreun St,NASHVILLE,37203.0,TN,36.153246,-86.790447,1.0,rooftop,1522,Demonbreun St,Nashville,TN,Davidson County,37203
28,Dawghouse Saloon,1522 Demonbreun St,Nashville,TN,Bar,6/26/20,14,36.153246,-86.790447,1.0,rooftop,Davidson County,37203.0,1522 Demonbreun St,391896,Closed,2020-06-15 00:31:09,2020-06-15 15:21:10,,False,False,1522 Demonbreun St,NASHVILLE,19.0,37203.0,"(36.1531273, -86.7903702)",1522 Demonbreun St,NASHVILLE,37203.0,TN,36.153246,-86.790447,1.0,rooftop,1522,Demonbreun St,Nashville,TN,Davidson County,37203
29,Dawghouse Saloon,1522 Demonbreun St,Nashville,TN,Bar,6/26/20,14,36.153246,-86.790447,1.0,rooftop,Davidson County,37203.0,1522 Demonbreun St,386694,Closed,2020-06-08 16:07:36,2020-06-09 17:07:03,,False,False,1522 Demonbreun St,NASHVILLE,19.0,37203.0,"(36.1531273, -86.7903702)",1522 Demonbreun St,NASHVILLE,37203.0,TN,36.153246,-86.790447,1.0,rooftop,1522,Demonbreun St,Nashville,TN,Davidson County,37203
30,Dawghouse Saloon,1522 Demonbreun St,Nashville,TN,Bar,6/26/20,14,36.153246,-86.790447,1.0,rooftop,Davidson County,37203.0,1522 Demonbreun St,391879,Closed,2020-06-14 23:23:45,2020-06-15 15:21:22,,False,False,1522 Demonbreun St,NASHVILLE,19.0,37203.0,"(36.15309581160268, -86.79035755)",1522 Demonbreun St,NASHVILLE,37203.0,TN,36.153246,-86.790447,1.0,rooftop,1522,Demonbreun St,Nashville,TN,Davidson County,37203
31,Dawghouse Saloon,1522 Demonbreun St,Nashville,TN,Bar,6/26/20,14,36.153246,-86.790447,1.0,rooftop,Davidson County,37203.0,1522 Demonbreun St,391905,Closed,2020-06-15 01:06:26,2020-06-15 15:22:06,,False,False,1522 Demonbreun St,NASHVILLE,19.0,37203.0,"(36.1531273, -86.7903702)",1522 Demonbreun St,NASHVILLE,37203.0,TN,36.153246,-86.790447,1.0,rooftop,1522,Demonbreun St,Nashville,TN,Davidson County,37203
32,Dawghouse Saloon,1522 Demonbreun St,Nashville,TN,Bar,6/26/20,14,36.153246,-86.790447,1.0,rooftop,Davidson County,37203.0,1522 Demonbreun St,393889,Closed,2020-06-17 01:12:51,2020-06-17 17:45:56,,False,False,1522 Demonbreun St,NASHVILLE,19.0,37203.0,"(36.1530528, -86.79032219999999)",1522 Demonbreun St,NASHVILLE,37203.0,TN,36.153246,-86.790447,1.0,rooftop,1522,Demonbreun St,Nashville,TN,Davidson County,37203
33,Dogwood,1907 Division St,Nashville,TN,Restaurant,6/26/20,19,36.149851,-86.796391,0.99,rooftop,Davidson County,37203.0,1907 DIVISION ST,337066,Closed,2020-04-01 21:43:28,2020-04-06 19:56:07,,False,False,1907 DIVISION ST,NASHVILLE,19.0,37203.0,"(36.14985119856714, -86.79639129072365)",1907 DIVISION ST,NASHVILLE,37203.0,TN,36.149851,-86.796391,0.99,rooftop,1907 A,Division St,Nashville,TN,Davidson County,37203
34,Kid Rock's Big Ass Honky Tonk,221 Broadway,Nashville,TN,Bar,6/26/20,15,36.161418,-86.77575,1.0,rooftop,Davidson County,37201.0,221 Broadway,389626,Closed,2020-06-11 15:10:15,2020-06-12 17:36:04,,False,False,221 Broadway,NASHVILLE,19.0,37201.0,"(36.16133847782421, -86.77576123109797)",221 Broadway,NASHVILLE,37201.0,TN,36.161418,-86.77575,1.0,rooftop,221,Broadway,Nashville,TN,Davidson County,37201
35,Kid Rock's Big Ass Honky Tonk,221 Broadway,Nashville,TN,Bar,6/26/20,15,36.161418,-86.77575,1.0,rooftop,Davidson County,37201.0,221 Broadway,366049,Closed,2020-05-12 20:20:53,2020-05-13 19:05:36,,False,False,221 Broadway,NASHVILLE,19.0,37201.0,"(36.16138, -86.77561)",221 Broadway,NASHVILLE,37201.0,TN,36.161418,-86.77575,1.0,rooftop,221,Broadway,Nashville,TN,Davidson County,37201
36,Kid Rock's Big Ass Honky Tonk,221 Broadway,Nashville,TN,Bar,6/26/20,15,36.161418,-86.77575,1.0,rooftop,Davidson County,37201.0,221 Broadway,366203,Closed,2020-05-12 22:20:36,2020-05-13 16:36:27,,False,False,221 Broadway,NASHVILLE,19.0,37201.0,"(36.1613786, -86.7756102)",221 Broadway,NASHVILLE,37201.0,TN,36.161418,-86.77575,1.0,rooftop,221,Broadway,Nashville,TN,Davidson County,37201
37,Kid Rock's Big Ass Honky Tonk,221 Broadway,Nashville,TN,Bar,6/26/20,15,36.161418,-86.77575,1.0,rooftop,Davidson County,37201.0,221 Broadway,403460,Closed,2020-06-29 19:55:03,2020-06-30 19:23:17,,False,False,221 Broadway,NASHVILLE,19.0,37201.0,"(36.16145, -86.77573)",221 Broadway,NASHVILLE,37201.0,TN,36.161418,-86.77575,1.0,rooftop,221,Broadway,Nashville,TN,Davidson County,37201
38,Kid Rock's Big Ass Honky Tonk,221 Broadway,Nashville,TN,Bar,6/26/20,15,36.161418,-86.77575,1.0,rooftop,Davidson County,37201.0,221 Broadway,435034,Closed,2020-08-01 10:41:34,2020-08-03 17:12:48,,False,False,221 Broadway,NASHVILLE,19.0,37201.0,"(36.1613786, -86.7756102)",221 Broadway,NASHVILLE,37201.0,TN,36.161418,-86.77575,1.0,rooftop,221,Broadway,Nashville,TN,Davidson County,37201
39,Kid Rock's Big Ass Honky Tonk,221 Broadway,Nashville,TN,Bar,6/26/20,15,36.161418,-86.77575,1.0,rooftop,Davidson County,37201.0,221 Broadway,391599,Closed,2020-06-13 18:01:18,2020-06-15 15:28:42,,False,False,221 Broadway,NASHVILLE,19.0,37201.0,"(36.161503161606255, -86.77562629325409)",221 Broadway,NASHVILLE,37201.0,TN,36.161418,-86.77575,1.0,rooftop,221,Broadway,Nashville,TN,Davidson County,37201
40,Kid Rock's Big Ass Honky Tonk,221 Broadway,Nashville,TN,Bar,6/26/20,15,36.161418,-86.77575,1.0,rooftop,Davidson County,37201.0,221 Broadway,391626,Closed,2020-06-13 20:06:16,2020-06-15 15:26:36,,False,False,221 Broadway,NASHVILLE,19.0,37201.0,"(36.16139360255382, -86.77569854998136)",221 Broadway,NASHVILLE,37201.0,TN,36.161418,-86.77575,1.0,rooftop,221,Broadway,Nashville,TN,Davidson County,37201
41,Kid Rock's Big Ass Honky Tonk,221 Broadway,Nashville,TN,Bar,6/26/20,15,36.161418,-86.77575,1.0,rooftop,Davidson County,37201.0,221 Broadway,391711,Closed,2020-06-14 04:10:20,2020-06-15 15:27:27,,False,False,221 Broadway,NASHVILLE,19.0,37201.0,"(36.1613786, -86.7756102)",221 Broadway,NASHVILLE,37201.0,TN,36.161418,-86.77575,1.0,rooftop,221,Broadway,Nashville,TN,Davidson County,37201
42,Kid Rock's Big Ass Honky Tonk,221 Broadway,Nashville,TN,Bar,6/26/20,15,36.161418,-86.77575,1.0,rooftop,Davidson County,37201.0,221 Broadway,391545,Closed,2020-06-13 13:35:47,2020-06-15 15:28:54,,False,False,221 Broadway,NASHVILLE,19.0,37201.0,"(36.1613786, -86.7756102)",221 Broadway,NASHVILLE,37201.0,TN,36.161418,-86.77575,1.0,rooftop,221,Broadway,Nashville,TN,Davidson County,37201
43,Kid Rock's Big Ass Honky Tonk,221 Broadway,Nashville,TN,Bar,6/26/20,15,36.161418,-86.77575,1.0,rooftop,Davidson County,37201.0,221 Broadway,391693,Closed,2020-06-14 02:27:25,2020-06-15 15:25:31,,False,False,221 Broadway,NASHVILLE,19.0,37201.0,"(36.161503161606255, -86.77562629325409)",221 Broadway,NASHVILLE,37201.0,TN,36.161418,-86.77575,1.0,rooftop,221,Broadway,Nashville,TN,Davidson County,37201
44,Kid Rock's Big Ass Honky Tonk,221 Broadway,Nashville,TN,Bar,6/26/20,15,36.161418,-86.77575,1.0,rooftop,Davidson County,37201.0,221 Broadway,391621,Closed,2020-06-13 19:47:30,2020-06-15 15:29:05,,False,False,221 Broadway,NASHVILLE,19.0,37201.0,"(36.16144620000001, -86.7757255)",221 Broadway,NASHVILLE,37201.0,TN,36.161418,-86.77575,1.0,rooftop,221,Broadway,Nashville,TN,Davidson County,37201
45,Kid Rock's Big Ass Honky Tonk,221 Broadway,Nashville,TN,Bar,6/26/20,15,36.161418,-86.77575,1.0,rooftop,Davidson County,37201.0,221 Broadway,391716,Closed,2020-06-14 04:36:17,2020-06-15 15:26:23,,False,False,221 Broadway,NASHVILLE,19.0,37201.0,"(36.16144620000001, -86.7757255)",221 Broadway,NASHVILLE,37201.0,TN,36.161418,-86.77575,1.0,rooftop,221,Broadway,Nashville,TN,Davidson County,37201
46,Kid Rock's Big Ass Honky Tonk,221 Broadway,Nashville,TN,Bar,6/26/20,15,36.161418,-86.77575,1.0,rooftop,Davidson County,37201.0,221 Broadway,391598,Closed,2020-06-13 18:01:06,2020-06-15 15:25:45,,False,False,221 Broadway,NASHVILLE,19.0,37201.0,"(36.16144620000001, -86.7757255)",221 Broadway,NASHVILLE,37201.0,TN,36.161418,-86.77575,1.0,rooftop,221,Broadway,Nashville,TN,Davidson County,37201
47,Kid Rock's Big Ass Honky Tonk,221 Broadway,Nashville,TN,Bar,6/26/20,15,36.161418,-86.77575,1.0,rooftop,Davidson County,37201.0,221 Broadway,391592,Closed,2020-06-13 17:42:51,2020-06-15 15:28:29,,False,False,221 Broadway,NASHVILLE,19.0,37201.0,"(36.1613786, -86.7756102)",221 Broadway,NASHVILLE,37201.0,TN,36.161418,-86.77575,1.0,rooftop,221,Broadway,Nashville,TN,Davidson County,37201
48,Kid Rock's Big Ass Honky Tonk,221 Broadway,Nashville,TN,Bar,6/26/20,15,36.161418,-86.77575,1.0,rooftop,Davidson County,37201.0,221 Broadway,391558,Closed,2020-06-13 14:45:58,2020-06-15 15:29:16,,False,False,221 Broadway,NASHVILLE,19.0,37201.0,"(36.16144620000001, -86.7757255)",221 Broadway,NASHVILLE,37201.0,TN,36.161418,-86.77575,1.0,rooftop,221,Broadway,Nashville,TN,Davidson County,37201
49,Kid Rock's Big Ass Honky Tonk,221 Broadway,Nashville,TN,Bar,6/26/20,15,36.161418,-86.77575,1.0,rooftop,Davidson County,37201.0,221 Broadway,391609,Closed,2020-06-13 18:56:10,2020-06-15 15:26:50,,False,False,221 Broadway,NASHVILLE,19.0,37201.0,"(36.161503161606255, -86.77562629325409)",221 Broadway,NASHVILLE,37201.0,TN,36.161418,-86.77575,1.0,rooftop,221,Broadway,Nashville,TN,Davidson County,37201
50,Kid Rock's Big Ass Honky Tonk,221 Broadway,Nashville,TN,Bar,6/26/20,15,36.161418,-86.77575,1.0,rooftop,Davidson County,37201.0,221 Broadway,391594,Closed,2020-06-13 17:51:10,2020-06-15 15:28:16,,False,False,221 Broadway,NASHVILLE,19.0,37201.0,"(36.16144620000001, -86.7757255)",221 Broadway,NASHVILLE,37201.0,TN,36.161418,-86.77575,1.0,rooftop,221,Broadway,Nashville,TN,Davidson County,37201
51,Kid Rock's Big Ass Honky Tonk,221 Broadway,Nashville,TN,Bar,6/26/20,15,36.161418,-86.77575,1.0,rooftop,Davidson County,37201.0,221 Broadway,391719,Closed,2020-06-14 05:00:12,2020-06-15 15:26:03,,False,False,221 Broadway,,,,"(36.16144620000001, -86.7757255)",221 Broadway,Nashville,,TN,36.161418,-86.77575,1.0,rooftop,221,Broadway,Nashville,TN,Davidson County,37201
52,Kid Rock's Big Ass Honky Tonk,221 Broadway,Nashville,TN,Bar,6/26/20,15,36.161418,-86.77575,1.0,rooftop,Davidson County,37201.0,221 Broadway,391683,Closed,2020-06-14 01:06:47,2020-06-15 15:27:48,,False,False,221 Broadway,NASHVILLE,19.0,37201.0,"(36.1613786, -86.7756102)",221 Broadway,NASHVILLE,37201.0,TN,36.161418,-86.77575,1.0,rooftop,221,Broadway,Nashville,TN,Davidson County,37201
53,Kid Rock's Big Ass Honky Tonk,221 Broadway,Nashville,TN,Bar,6/26/20,15,36.161418,-86.77575,1.0,rooftop,Davidson County,37201.0,221 Broadway,380234,Closed,2020-05-30 02:44:58,2020-06-01 17:38:33,,False,False,221 Broadway,NASHVILLE,19.0,37201.0,"(36.161503161606255, -86.77562629325409)",221 Broadway,NASHVILLE,37201.0,TN,36.161418,-86.77575,1.0,rooftop,221,Broadway,Nashville,TN,Davidson County,37201
54,Kid Rock's Big Ass Honky Tonk,221 Broadway,Nashville,TN,Bar,6/26/20,15,36.161418,-86.77575,1.0,rooftop,Davidson County,37201.0,221 Broadway,380248,Closed,2020-05-30 04:14:13,2020-06-01 17:38:56,,False,False,221 Broadway,NASHVILLE,19.0,37201.0,"(36.16144620000001, -86.7757255)",221 Broadway,NASHVILLE,37201.0,TN,36.161418,-86.77575,1.0,rooftop,221,Broadway,Nashville,TN,Davidson County,37201
55,Kid Rock's Big Ass Honky Tonk,221 Broadway,Nashville,TN,Bar,6/26/20,15,36.161418,-86.77575,1.0,rooftop,Davidson County,37201.0,221 Broadway,402931,Closed,2020-06-29 15:25:31,2020-06-30 19:22:30,,False,False,221 Broadway,NASHVILLE,19.0,37201.0,"(36.16144620000001, -86.7757255)",221 Broadway,NASHVILLE,37201.0,TN,36.161418,-86.77575,1.0,rooftop,221,Broadway,Nashville,TN,Davidson County,37201
